STATEFP,NAME,TotalPM25,deathsK,HealthDamages,State,County
01,Autauga,0.002592793015084975,0.02706387542916336,357243.1556649563,Alabama,"Autauga, Alabama"
01,Baldwin,0.001194497875447417,0.021851978355912113,288446.1142980399,Alabama,"Baldwin, Alabama"
01,Barbour,0.0021078888940080105,0.014546650508787421,192015.78671599395,Alabama,"Barbour, Alabama"
01,Bibb,0.0037370752470045196,0.0264960201864005,349747.46646048664,Alabama,"Bibb, Alabama"
01,Blount,0.008356375905863618,0.09408162416868024,1241877.4390265793,Alabama,"Blount, Alabama"
01,Bullock,0.002421689083127657,0.00826974301572815,109160.60780761157,Alabama,"Bullock, Alabama"
01,Butler,0.0023030250045398683,0.012953728138710405,170989.21143097736,Alabama,"Butler, Alabama"
01,Calhoun,0.005110494216850151,0.09769888043177531,1289625.221699434,Alabama,"Calhoun, Alabama"
01,Chambers,0.0033515310102274587,0.02535233698368908,334650.8481846959,Alabama,"Chambers, Alabama"
01,Cherokee,0.0069587926315607075,0.073741584999858,973388.9219981256,Alabama,"Cherokee, Alabama"
01,Chilton,0.0030694671934521395,0.02666992161512233,352042.96531961474,Alabama,"Chilton, Alabama"
01,Choctaw,0.0033451098668304527,0.011822325403256149,156054.69532298116,Alabama,"Choctaw, Alabama"
01,Clarke,0.0020025222920523555,0.008765516936181487,115704.82355759564,Alabama,"Clarke, Alabama"
01,Clay,0.003469296711167161,0.0266687408544644,352027.3792789301,Alabama,"Clay, Alabama"
01,Cleburne,0.004452142940107218,0.04536984209781052,598881.9156910988,Alabama,"Cleburne, Alabama"
01,Coffee,0.002269209773720675,0.017390743179790825,229557.80997323888,Alabama,"Coffee, Alabama"
01,Colbert,0.014570760374871487,0.17849242518251862,2356100.0124092456,Alabama,"Colbert, Alabama"
01,Conecuh,0.0020111100536062804,0.016131469138981575,212935.3926345568,Alabama,"Conecuh, Alabama"
01,Coosa,0.0031647037598990313,0.020706321926691435,273323.44943232695,Alabama,"Coosa, Alabama"
01,Covington,0.0017272580086387106,0.016884016385294305,222869.01628588483,Alabama,"Covington, Alabama"
01,Crenshaw,0.0022838204775998843,0.024352387245754323,321451.51164395706,Alabama,"Crenshaw, Alabama"
01,Cullman,0.010391922572072944,0.1796309408250325,2371128.418890429,Alabama,"Cullman, Alabama"
01,Dale,0.00223139263729511,0.02058496811253327,271721.57908543915,Alabama,"Dale, Alabama"
01,Dallas,0.0027990441088163133,0.017243271387423192,227611.18231398612,Alabama,"Dallas, Alabama"
01,DeKalb,0.009825124664861554,0.13369645212699463,1764793.1680763292,Alabama,"DeKalb, Alabama"
01,Elmore,0.002669588940120931,0.024521618771534966,323685.3677842615,Alabama,"Elmore, Alabama"
01,Escambia,0.0015155072706183705,0.017022637650895713,224698.8169918234,Alabama,"Escambia, Alabama"
01,Etowah,0.007625486832020758,0.12495627767720754,1649422.8653391395,Alabama,"Etowah, Alabama"
01,Fayette,0.008248620895066335,0.0594933010258258,785311.5735409005,Alabama,"Fayette, Alabama"
01,Franklin,0.011702087747684303,0.07015372085003373,926029.1152204452,Alabama,"Franklin, Alabama"
01,Geneva,0.002104957317896877,0.01971711647967826,260265.937531753,Alabama,"Geneva, Alabama"
01,Greene,0.0042149808244289835,0.017779676728316183,234691.73281377362,Alabama,"Greene, Alabama"
01,Hale,0.004456917948805249,0.0193101846459825,254894.43732696903,Alabama,"Hale, Alabama"
01,Henry,0.0019063706961951967,0.016355680588312455,215894.9837657244,Alabama,"Henry, Alabama"
01,Houston,0.0019470164009958218,0.018786502294334533,247981.83028521584,Alabama,"Houston, Alabama"
01,Jackson,0.011112974819407954,0.13855085460407246,1828871.2807737566,Alabama,"Jackson, Alabama"
01,Jefferson,0.004017383483796466,0.22137167737217356,2922106.141312691,Alabama,"Jefferson, Alabama"
01,Lamar,0.008066302323215218,0.05352921854932868,706585.6848511386,Alabama,"Lamar, Alabama"
01,Lauderdale,0.015108984893184704,0.17568009729722686,2318977.2843233948,Alabama,"Lauderdale, Alabama"
01,Lawrence,0.011893538896933158,0.09645585131203468,1273217.2373188578,Alabama,"Lawrence, Alabama"
01,Lee,0.002486677242827625,0.035353806607482385,466670.2472187675,Alabama,"Lee, Alabama"
01,Limestone,0.012482582600853019,0.18433199408136663,2433182.3218740397,Alabama,"Limestone, Alabama"
01,Lowndes,0.002592793015084975,0.017515959736038554,231210.6685157089,Alabama,"Lowndes, Alabama"
01,Macon,0.002421689083127657,0.01988657622362411,262502.8061518382,Alabama,"Macon, Alabama"
01,Madison,0.011541054202947772,0.2783697988512586,3674481.3448366136,Alabama,"Madison, Alabama"
01,Marengo,0.0026710375657158867,0.017894483763262938,236207.1856750708,Alabama,"Marengo, Alabama"
01,Marion,0.011256094833587884,0.05596496938078041,738737.5958263014,Alabama,"Marion, Alabama"
01,Marshall,0.010921758638580666,0.14193368552434316,1873524.6489213298,Alabama,"Marshall, Alabama"
01,Mobile,0.0011342784063603393,0.031987003609558445,422228.4476461715,Alabama,"Mobile, Alabama"
01,Monroe,0.0020078896430235586,0.011007203973851262,145295.09245483665,Alabama,"Monroe, Alabama"
01,Montgomery,0.002500660128646419,0.04066506003324064,536778.7924387765,Alabama,"Montgomery, Alabama"
01,Morgan,0.01175646218659957,0.17600893331883533,2323317.919808626,Alabama,"Morgan, Alabama"
01,Perry,0.003478069016587264,0.017515954576933876,231210.60041552715,Alabama,"Perry, Alabama"
01,Pickens,0.006056764316950393,0.027796394406970112,366912.40617200546,Alabama,"Pickens, Alabama"
01,Pike,0.002347227745037497,0.01818552446822308,240048.92298054465,Alabama,"Pike, Alabama"
01,Randolph,0.00346865863644841,0.023285456699602945,307368.0284347589,Alabama,"Randolph, Alabama"
01,Russell,0.0021697587703677053,0.02630670546621652,347248.5121540581,Alabama,"Russell, Alabama"
01,Shelby,0.0037187371425181537,0.058558181924262154,772968.0014002604,Alabama,"Shelby, Alabama"
01,St. Clair,0.00498597523215991,0.07519129447480523,992525.087067429,Alabama,"St. Clair, Alabama"
01,Sumter,0.0044656652842272986,0.027681045664764446,365389.8027748907,Alabama,"Sumter, Alabama"
01,Talladega,0.004255502899993525,0.06534737890823714,862585.4015887302,Alabama,"Talladega, Alabama"
01,Tallapoosa,0.0031196687853414923,0.017976301348795114,237287.1778040955,Alabama,"Tallapoosa, Alabama"
01,Tuscaloosa,0.005292962727657329,0.08392646724733313,1107829.3676647972,Alabama,"Tuscaloosa, Alabama"
01,Walker,0.00907213095830059,0.11222112944554255,1481318.9086811617,Alabama,"Walker, Alabama"
01,Washington,0.0019956403310155747,0.014349700989105924,189416.0530561982,Alabama,"Washington, Alabama"
01,Wilcox,0.002403466875919936,0.00953753826306841,125895.50507250302,Alabama,"Wilcox, Alabama"
01,Winston,0.011072575343822355,0.06810582307953275,898996.8646498324,Alabama,"Winston, Alabama"
04,Apache,2.1635834377983157e-06,1.9721260378775642e-05,260.3206369998385,Arizona,"Apache, Arizona"
04,Cochise,3.736527725846307e-06,2.6496453026410183e-05,349.75317994861445,Arizona,"Cochise, Arizona"
04,Coconino,1.1036169447183862e-06,1.0784312629697963e-05,142.3529267120131,Arizona,"Coconino, Arizona"
04,Gila,2.165656173802728e-06,1.3989511049957782e-05,184.66154585944273,Arizona,"Gila, Arizona"
04,Graham,3.491788848299357e-06,1.3512688077588337e-05,178.36748262416606,Arizona,"Graham, Arizona"
04,Greenlee,3.4102092224503744e-06,6.896780032308054e-06,91.03749642646632,Arizona,"Greenlee, Arizona"
04,La Paz,8.468843133728067e-07,2.8308987211457445e-06,37.367863119123825,Arizona,"La Paz, Arizona"
04,Maricopa,9.436376334876537e-07,0.00014168902745555117,1870.2951624132754,Arizona,"Maricopa, Arizona"
04,Mohave,8.025161347604691e-07,1.614767229441943e-05,213.1492742863365,Arizona,"Mohave, Arizona"
04,Navajo,2.1456322075415568e-06,1.4973172288260864e-05,197.6458742050434,Arizona,"Navajo, Arizona"
04,Pima,1.67017331232289e-06,8.588848587320427e-05,1133.7280135262965,Arizona,"Pima, Arizona"
04,Pinal,1.2767307267819008e-06,3.0022039494635584e-05,396.2909213291897,Arizona,"Pinal, Arizona"
04,Santa Cruz,2.0762568753283615e-06,7.80584708230979e-06,103.03718148648923,Arizona,"Santa Cruz, Arizona"
04,Yavapai,9.370480467643559e-07,1.6571717035592744e-05,218.74666486982423,Arizona,"Yavapai, Arizona"
04,Yuma,1.01237155547607e-06,7.4437517941223675e-06,98.25752368241525,Arizona,"Yuma, Arizona"
05,Arkansas,0.007556708912252029,0.05274418202520233,696223.2027326707,Arkansas,"Arkansas, Arkansas"
05,Ashley,0.002576703853353145,0.01368339680133343,180620.8377776013,Arkansas,"Ashley, Arkansas"
