,eis facility id,site name,state,site latitude,site longitude,primary naics code,primary naics description,NH3,NOx,Other,PM2_5,SOx,VOC,geometry
34665,9977111,MONOGRAM BIOSCIENCES,CA,37.662612,-122.386769,221112,Fossil Fuel Electric Power Generation,0.0,0.03990237654652634,0.023733687847539438,0.004302098377111991,2.8999022946787745e-05,0.030417041055201415,POINT (-122.386769 37.662612)
34687,9980911,COMCAST OF CALIFORNIA IX  INC,CA,37.54837,-122.307908,221112,Fossil Fuel Electric Power Generation,0.0,0.029054986266213605,0.01361640068675376,0.0038340369259713602,6.496848874747e-05,0.00134341087252218,POINT (-122.307908 37.54837)
34692,9981811,CITY OF BURLINGAME,CA,37.590081,-122.367281,221112,Fossil Fuel Electric Power Generation,0.0,0.0362526534963054,0.01409342629864994,0.007908154854811203,0.0005219858775807015,0.001596659113044996,POINT (-122.367281 37.590081)
34698,9983011,SKYLINE COLLEGES,CA,37.631978,-122.459226,221112,Fossil Fuel Electric Power Generation,0.0,1.7082787605807,0.501020775320968,0.08343380412460324,0.01046724630841736,0.0798558802106296,POINT (-122.459226 37.631978)
34738,9991311,LOS ESTEROS CRITICAL ENERGY FACILITY,CA,37.42501,-121.93214,221112,Fossil Fuel Electric Power Generation,0.0,6.07178746482,138317.73972515512,0.0,0.6976250650600001,0.0,POINT (-121.93214 37.42501)
34817,10006911,SODA CORNERS LLC,CA,37.802579,-121.292816,221112,Fossil Fuel Electric Power Generation,0.0,0.42710983306992,0.4782230359704708,0.0654386578320686,0.0006662201437306801,0.2717199733248,POINT (-121.292816 37.802579)
34834,10009011,"MRP SAN JOAQUIN ENERGY, LLC",CA,37.7108,-121.4908,221118,Other Electric Power Generation,5.07582245101701,29.378441170891122,362322.9322263571,9.854014559038742,2.2413593738887743,0.47716112026367397,POINT (-121.4908 37.7108)
34900,10019211,VIC WYKOFF,CA,38.199077,-121.079446,221118,Other Electric Power Generation,0.0,0.0084277462346,0.0028036185226929613,0.0007216912224486542,1.5662453817626002e-05,0.00032177842727800003,POINT (-121.079446 38.199077)
35024,10041011,BAYANIHAN HOUSE,CA,37.781096,-122.409128,221112,Fossil Fuel Electric Power Generation,0.0,0.00532392341604354,0.0013133931635167175,0.0001959262259759343,2.67861625907106e-06,0.000336712411749406,POINT (-122.409128 37.781096)
35060,10049911,PGE SAN FRANCISCO SERVICE CENTER,CA,37.760988,-122.414926,221112,Fossil Fuel Electric Power Generation,0.0,0.00148286240357024,0.0004729225486929312,0.00013760131933401192,3.17759961753696e-06,6.85626276814864e-05,POINT (-122.414926 37.760988)
35088,10055411,SAN FRANCISCO PUBLIC UTILITIES COMMISSION,CA,37.734361,-122.387574,221112,Fossil Fuel Electric Power Generation,0.0,0.0052957771023003,0.0005877164413629427,0.0003143743265315823,4.236305074365981e-06,0.00026794018810559,POINT (-122.387574 37.734361)
35140,10064711,SFDPW - CITY AND COUNTY OF SAN FRANCISCO,CA,37.749263,-122.400403,221112,Fossil Fuel Electric Power Generation,0.0,0.0304911322844128,0.017231938319017665,0.001328321665113021,2.097107302710574e-05,0.0025654413340171,POINT (-122.400403 37.749263)
35160,10068011,CITY OF FOSTER CITY,CA,37.570742,-122.268622,221112,Fossil Fuel Electric Power Generation,0.0,0.04343508728024312,0.012975046394864121,0.0016464477866765638,2.316116395339362e-05,0.002895310579117264,POINT (-122.268622 37.570742)
35183,10071211,PACIFIC GAS AND ELECTRIC,CA,37.581909,-122.321698,221112,Fossil Fuel Electric Power Generation,0.0,0.045733178549828,0.010636923179800754,0.0010054295125308957,1.8929180707129e-05,0.00320116736989742,POINT (-122.321698 37.581909)
35184,10071311,PACIFIC GAS AND ELECTRIC,CA,37.706306,-122.412967,221112,Fossil Fuel Electric Power Generation,0.0,0.033398695663502405,0.005736016298712261,1.4401022508503402e-05,6.15230192486448e-06,0.09185421577058034,POINT (-122.412967 37.706306)
35266,10082811,PACIFIC GAS & ELECTRIC CO,CA,37.989655,-121.285655,221113,Nuclear Electric Power Generation,0.0,0.0023496084766,0.01295054899283976,0.0006338896218111381,6.1585233978114e-05,0.039190925078844,POINT (-121.285655 37.989655)
35274,10084011,COUNTY OF SAN JOAQUIN,CA,37.698612,-121.408351,221118,Other Electric Power Generation,0.0,0.008563823945600001,0.0013903718672517496,0.0007290767082177996,1.0200067701901001e-05,0.00040641876352,POINT (-121.408351 37.698612)
35345,10097111,CALPEAK POWER BORDER LLC,CA,32.562466,-116.943835,221112,Fossil Fuel Electric Power Generation,0.0,1.61660320668,6.464700962357221,4.099291420869722,0.25135458309654,0.169103499304278,POINT (-116.943835 32.562466)
35347,10098711,LARKSPUR ENERGY FACILITY,CA,32.5672,-116.9442,221118,Other Electric Power Generation,0.0,2.9367701917939004,16397.32644142083,8.067940346672206,0.42547327179896,0.332596423865552,POINT (-116.9442 32.5672)
35348,10098911,CALPEAK POWER ENTERPRISE LLC,CA,33.121678,-117.115967,221112,Fossil Fuel Electric Power Generation,0.0,1.49141171256,6.735311087120234,4.9475099692359885,0.26723122323128,0.164162699054816,POINT (-117.115967 33.121678)
35349,10099011,SDG&E CUYAMACA PEAK ENERGY PLANT,CA,32.79665,-116.971027,221112,Fossil Fuel Electric Power Generation,0.0,2.3602469413275062,1.7136521787675454,0.0634964004327459,0.05175972471166421,0.10079912897457481,POINT (-116.971027 32.79665)
35362,10108611,Agua Mansa Power Plant,CA,34.0414,-117.3603,221112,Fossil Fuel Electric Power Generation,0.0,0.0,7735.15532678397,0.0,0.0,0.0,POINT (-117.3603 34.0414)
35375,10115711,"WILDFLOWER ENERGY LP/INDIGOGEN., LLC",CA,33.910252,-116.553105,221112,Fossil Fuel Electric Power Generation,1.3900882489494002,3.3667893663250004,18824.634189103173,3.0575185380758425,0.221156520848512,0.13499181086622,POINT (-116.553105 33.910252)
35385,10120511,LA CITY DWP (INTERMTN) - ASTER RD,CA,34.5507,-117.4355,221112,Fossil Fuel Electric Power Generation,0.0,0.0721648632393073,0.04118530330053556,0.036639254459188225,6.579598002961522e-05,1.9667548344686365,POINT (-117.4355 34.5507)
35517,10144211,PACIFIC GAS & ELECTRIC,CA,37.299346,-120.485598,221121,Electric Bulk Power Transmission and Control,0.0,0.007175831293400001,0.004197356022322232,0.0014819810745025147,6.7272465831648e-06,0.0011249090776,POINT (-120.485598 37.299346)
35587,10156211,"COUNTY OF MARIN, SAN VENETIA #1",CA,38.00872,-122.52265,221112,Fossil Fuel Electric Power Generation,0.0,0.023076012872143,0.0056927733538058535,0.0008492190669938714,1.16084629389036e-05,0.00145944433669188,POINT (-122.52265 38.00872)
35675,10182311,PG&E MERCED CUSTOMER SERVICE CENTER,CA,37.322351,-120.478562,221118,Other Electric Power Generation,0.0,0.0058241260308,0.0034023238903542015,0.0012032159752472845,5.466060213922e-06,0.0009162565874000001,POINT (-120.478562 37.322351)
35851,10226411,THUMS LONG BEACH CO,CA,33.7681,-118.21415,221112,Fossil Fuel Electric Power Generation,11.712843615088,28.757756258,37.58178293617338,26.777592371112583,3.394004908525,4.3635585994,POINT (-118.21415 33.7681)
35922,10243211,SCE - VINCENT SUBSTATION,CA,34.482,-118.118,221118,Other Electric Power Generation,0.0,0.03174782264608416,0.007668459592545183,0.0015200190850758056,4.332767034745241e-05,0.0082349286540367,POINT (-118.118 34.482)
35923,10243411,SCE - ANTELOPE VALLEY SERVICE CENTER,CA,34.64613,-118.1468,221118,Other Electric Power Generation,0.0,0.060671971100356006,0.029076677039247316,0.016240518404902753,0.0009359771144276783,0.045467509045126635,POINT (-118.1468 34.64613)
35925,10243611,LA CITY DWP (INTERMTN),CA,34.7151,-118.23436,221121,Electric Bulk Power Transmission and Control,0.0,0.027981324054576203,0.006544277023712587,0.0032074523548479873,0.00010759438719769741,0.00151574966476472,POINT (-118.23436 34.7151)
36106,10280311,TEJON RANCH COMPANY,CA,34.875843,-118.892028,221118,Other Electric Power Generation,0.0,0.048027902349658,0.0487715035373412,0.004671074769868881,0.0003535127764163257,0.03084609552948,POINT (-118.892028 34.875843)
36138,10286111,PACIFIC GAS & ELECTRIC CO - ISTS DEPT,CA,36.041935,-120.119009,221113,Nuclear Electric Power Generation,0.0,0.0027850571518,0.01031831923276,0.0007484541361624404,5.0551145985494e-05,0.0003492661249,POINT (-120.119009 36.041935)
36162,10288711,"PASTORIA ENERGY FACILITY, LLC",CA,34.9566,-118.8441,221121,Electric Bulk Power Transmission and Control,16.274830279075832,107.96146090545123,1773671.6300130892,79.62227225791428,12.29290020061265,9.18573355789012,POINT (-118.8441 34.9566)
36203,10295611,ELK HILLS POWER LLC,CA,35.2802,-119.4699,221122,Electric Power Distribution,88.6826697968134,59.056184359942,120.03724089114053,139.458089170705,12.428125965668983,0.0053796055082,POINT (-119.4699 35.2802)
36210,10296711,"CXA LA PALOMA, LLC",CA,35.294847,-119.5925,221121,Electric Bulk Power Transmission and Control,19.255262365221192,34.600400650897626,534169.3236644538,69.53434155932965,5.5379840730584124,1.330041781727274,POINT (-119.5925 35.294847)
36452,10348511,PACIFIC GAS & ELECTRIC CO,CA,37.073149,-118.978722,221118,Other Electric Power Generation,0.0,0.019453669564560003,1.9529236855918144,0.004427280498380694,0.0003016604626157276,0.0194182893597,POINT (-118.978722 37.073149)
36453,10348611,PACIFIC GAS & ELECTRIC CO,CA,37.107801,-118.986677,221121,Electric Bulk Power Transmission and Control,0.0,0.01270058636,0.0014457923557006746,0.0003955126085337843,1.575645267164584e-05,0.00015059266684,POINT (-118.986677 37.107801)
36454,10348711,PACIFIC GAS & ELECTRIC CO,CA,37.111001,-119.234497,221118,Other Electric Power Generation,0.0,0.017145791586000002,0.002665920718186849,0.0010554942922832878,1.3471983688116803e-05,0.00023496084766,POINT (-119.234497 37.111001)
36542,10360911,PACIFIC GAS & ELECTRIC CO,CA,36.734145,-119.78132,221118,Other Electric Power Generation,0.0,0.05987419284000001,0.014659781527086958,0.004808102738740336,4.76231800216018e-05,0.00207836023934,POINT (-119.78132 36.734145)
36572,10364911,PACIFIC GAS & ELECTRIC CO,CA,36.912295,-119.131276,221113,Nuclear Electric Power Generation,0.0,0.0,0.0009184431059832,0.0,0.0,0.008560013769692,POINT (-119.131276 36.912295)
36574,10365211,PACIFIC GAS & ELECTRIC CO,CA,36.721183,-119.764902,221118,Other Electric Power Generation,0.0,0.023042492396,0.00333243575012988,0.0026899630200777225,1.59451053670678e-05,0.00038464632976,POINT (-119.764902 36.721183)
36579,10365811,PACIFIC GAS & ELECTRIC CO,CA,37.067664,-119.480102,221118,Other Electric Power Generation,0.0,0.061884514223840004,0.016486855079605293,0.004165509737126306,3.6747667558659906e-05,0.002026106398316,POINT (-119.480102 37.067664)
36652,10375211,CALCO GEN LLC,CA,36.72703,-119.77145,221112,Fossil Fuel Electric Power Generation,0.213254502308309,1.4156469089402641,8.443179805707723,1.4129787879014502,0.30465214016391,0.13789208048,POINT (-119.77145 36.72703)
36673,10377511,SOUTHERN CALIFORNIA EDISON CO,CA,37.154827,-119.26313,221122,Electric Power Distribution,0.0,8.5456802508e-05,0.0001520985935084,6.285241865285768e-06,1.01782226933618e-06,5.8150541834e-06,POINT (-119.26313 37.154827)
36674,10377611,SOUTHERN CALIFORNIA EDISON CO,CA,37.145318,-119.45136,221122,Electric Power Distribution,0.0,0.079922975594,0.03547818081192001,0.0031292931006099535,0.00021309560890109803,0.0211918355264,POINT (-119.45136 37.145318)
36675,10377711,SOUTHERN CALIFORNIA EDISON CO,CA,37.25137,-119.18629,221122,Electric Power Distribution,0.0,0.904983274791442,0.9050123954215961,0.07973160134435804,0.005429754680627201,0.540385727785442,POINT (-119.18629 37.25137)
36886,10405811,"WESTERN CO-GEN, LLC",CA,36.844015,-119.713337,221118,Other Electric Power Generation,0.09684061021789,0.710330368780648,4.771933978967232,0.5612846424311435,0.16902212483310003,0.078038616811309,POINT (-119.713337 36.844015)
36929,10410911,APPLIED TECHNOLOGY GROUP,CA,35.433256,-118.762497,221118,Other Electric Power Generation,0.0,0.0042456245832,0.004241995844240001,0.00037311680096532385,2.5458506795568e-05,0.0025310454246,POINT (-118.762497 35.433256)
36996,10419611,SOUTHERN CALIFORNIA EDISON CO,CA,37.277,-118.962,221122,Electric Power Distribution,0.0,0.0,3.1117545180000004e-06,0.0,0.0,2.8267876498400002e-05,POINT (-118.962 37.277)
36997,10419711,SOUTHERN CALIFORNIA EDISON CO,CA,37.20532,-119.24326,221122,Electric Power Distribution,0.0,0.0,0.000913574204096,0.0,0.0,0.00833521339112,POINT (-119.24326 37.20532)
36998,10419911,SOUTHERN CALIFORNIA EDISON CO,CA,37.069287,-119.179685,221113,Nuclear Electric Power Generation,0.0,0.192044931320242,0.03525901118991674,0.013902327005597771,0.00034491258316234367,0.022445428759369,POINT (-119.179685 37.069287)
37119,10435711,GASTROENTEROLOGY & LIVER DISEASE,CA,36.84214,-119.78352,221118,Other Electric Power Generation,0.0,0.002630835746,0.14476309770076,0.0009685656578309712,6.5864877989064e-05,0.0041458342618,POINT (-119.78352 36.84214)
37127,10436611,"WELLHEAD POWER PANOCHE, LLC.",CA,36.65205,-120.581011,221118,Other Electric Power Generation,0.220765538363139,0.219328512375742,1.0553800375718676,0.3953594150172827,0.019051665189200383,0.05374434555182,POINT (-120.581011 36.65205)
37130,10437111,"CAL PEAK POWER - PANOCHE, LLC",CA,36.6531,-120.5807,221112,Fossil Fuel Electric Power Generation,0.3856578407451,1.0876782158704001,2.4054783318988,0.1480972393026619,0.0635282603979408,0.1622862781386,POINT (-120.5807 36.6531)
37156,10441611,PG&E (E WOOD),CA,39.521812,-122.187922,221122,Electric Power Distribution,0.0,0.003112777639125,0.00041458634256471807,0.0005607283612844991,5.821830853407799e-07,0.00019368394199000002,POINT (-122.187922 39.521812)
37169,10444911,POOR SISTERS OF NAZARETH,CA,36.768447,-119.761074,221118,Other Electric Power Generation,0.0,0.005615473540600001,0.001016129918809131,0.00047817009938688315,6.1119394614124e-06,0.000286035348522,POINT (-119.761074 36.768447)
37240,10456211,CENTRAL CONTRA COSTA SANITARY DISTRICT,CA,37.74804,-121.941964,221112,Fossil Fuel Electric Power Generation,0.0,0.007999476112247621,0.0047837367212294046,0.0007968695705965164,7.341505452950129e-05,0.00296980169536204,POINT (-121.941964 37.74804)
37333,10475511,COMCAST OF CALIFORNIA/COLORADO/TEXAS/WASHINGTON,CA,37.685424,-121.874524,221112,Fossil Fuel Electric Power Generation,0.0,0.067200979674136,0.04725225185651876,0.00435684712603791,8.592099079576321e-05,0.00539859651354716,POINT (-121.874524 37.685424)
37335,10476111,"HERITAGE ESTATES/SUNDT CONSTRUCTION, INC",CA,37.678334,-121.78491,221112,Fossil Fuel Electric Power Generation,0.0,0.015331041088409202,0.002705977833983295,0.0008100479956530623,1.567690254897998e-05,0.0020202732004378,POINT (-121.78491 37.678334)
37342,10477111,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,CA,37.775427,-122.224278,221112,Fossil Fuel Electric Power Generation,0.0,0.016278595549339202,0.002945578501633162,0.0010402981985536926,1.77010612216592e-05,0.0033792486415441603,POINT (-122.224278 37.775427)
37349,10478311,ALAMEDA COUNTY PUBLIC WORKS AGENCY,CA,37.7,-122.19999,221112,Fossil Fuel Electric Power Generation,0.0,0.018701613415100002,0.0043497432486947814,0.00041115024540566285,7.74205699916418e-06,0.0013090494361252,POINT (-122.19999 37.7)
37351,10478511,CITY OF SAN LEANDRO FIRE STATION #13,CA,37.688044,-122.139926,221112,Fossil Fuel Electric Power Generation,0.0,0.00185609997804,0.00043168848236404856,4.078600269673176e-05,7.68591042842084e-07,0.00012992073888809402,POINT (-122.139926 37.688044)
37352,10478611,CITY OF SAN LEANDRO FIRE STATION #12,CA,37.709183,-122.140121,221112,Fossil Fuel Electric Power Generation,0.0,0.00185609997804,0.00043168848236404856,4.078600269673176e-05,7.68591042842084e-07,0.00012992073888809402,POINT (-122.140121 37.709183)
37353,10478711,CITY OF SAN LEANDRO FIRE STATION #11,CA,37.691527,-122.170325,221112,Fossil Fuel Electric Power Generation,0.0,0.0001562353559228,3.1831512001447526e-05,1.6206469772154418e-05,1.45297610949568e-07,1.75092460802336e-05,POINT (-122.170325 37.691527)
37354,10478811,CITY OF SAN LEANDRO FIRE STATION #10,CA,37.707587,-122.181785,221112,Fossil Fuel Electric Power Generation,0.0,0.00014614564724452,7.608579845364355e-05,1.636626493914067e-05,1.4546888742848e-07,1.75092460802336e-05,POINT (-122.181785 37.707587)
37355,10478911,CITY OF SAN LEANDRO FIRE STATION #9,CA,37.726498,-122.151432,221112,Fossil Fuel Electric Power Generation,0.0,0.002103579975112,0.0004892646893889658,4.62471011544368e-05,8.70610861459108e-07,0.000147243431498394,POINT (-122.151432 37.726498)
37427,10492211,PACIFIC GAS AND ELECTRIC,CA,37.798734,-122.282441,221112,Fossil Fuel Electric Power Generation,0.0,0.00051881985999074,0.000351541546110132,6.332943816158345e-05,3.9779869412052e-06,0.00033276643028582804,POINT (-122.282441 37.798734)
37455,10497611,PACIFIC GAS AND ELECTRIC,CA,37.50648,-121.985129,221112,Fossil Fuel Electric Power Generation,0.0,0.00454358850386826,0.005810072099786458,0.0002667975045573792,0.00015761561028916778,0.000594998158414968,POINT (-121.985129 37.50648)
37456,10497911,PACIFIC GAS AND ELECTRIC,CA,37.509226,-121.982682,221112,Fossil Fuel Electric Power Generation,0.0,0.06108804230950961,0.056004967711066424,0.004310313187311485,6.808117566812101e-05,0.00832769101525592,POINT (-121.982682 37.509226)
37461,10498511,S F BAY AREA RAPID TRANSIT DISTRICT,CA,37.691126,-122.075316,221112,Fossil Fuel Electric Power Generation,0.0,0.0477449605010994,0.011778521221313603,0.0017570593314295176,2.40182693741914e-05,0.0030196351674997204,POINT (-122.075316 37.691126)
37507,10506911,METROPCS CALIFORNIA/FLORIDA INC,CA,37.799144,-122.283152,221112,Fossil Fuel Electric Power Generation,0.0,0.0684639350536218,0.005123883462357329,0.0012039102609653165,5.2231651285259605e-05,0.00044474849812516207,POINT (-122.283152 37.799144)
37539,10514311,"COMCAST OF CALIFORNIA/MASSACHUSETTS/MICHIGAN/UTAH,",CA,37.904913,-122.060578,221112,Fossil Fuel Electric Power Generation,0.0,0.0110585638369052,0.007091437531385218,0.0009821422163328068,1.8428841107476803e-05,0.000573258564742556,POINT (-122.060578 37.904913)
37543,10515211,CITY OF BRENTWOOD,CA,37.960083,-121.686349,221112,Fossil Fuel Electric Power Generation,0.0144755023756574,0.13969973679292402,0.21868163398519597,0.2651255442393321,0.004960455304966993,0.09670654736419754,POINT (-121.686349 37.960083)
37576,10521911,U S POSTAL SERVICE,CA,37.902005,-122.318907,221112,Fossil Fuel Electric Power Generation,0.0,0.31761768252781336,0.08794125899401302,0.016580421202494294,0.0020851373184881178,0.00636898310887565,POINT (-122.318907 37.902005)
37591,10524711,PACIFIC GAS AND ELECTRIC,CA,38.029534,-121.8984,221112,Fossil Fuel Electric Power Generation,0.0,0.0019337831145109401,0.00044978669384011555,4.253496125398658e-05,8.00404197304404e-07,0.000135358404219654,POINT (-121.8984 38.029534)
37592,10524811,Riverview Energy Center,CA,38.01453,-121.79008,221112,Fossil Fuel Electric Power Generation,0.0,1.4923188973000001,0.0,0.0,0.04808079122,0.0,POINT (-121.79008 38.01453)
37600,10526211,PACIFIC GAS AND ELECTRIC,CA,37.77959,-121.968995,221112,Fossil Fuel Electric Power Generation,0.0,0.0445805459065736,0.0061025441825567,0.000321088331846282,2.01683406308846e-05,0.0033743924816309404,POINT (-121.968995 37.77959)
37617,10528411,SUTTER BAY HOSPITALS DBA ALTA BATES SUMMIT MEDICAL CENTER,CA,37.863654,-122.269792,221112,Fossil Fuel Electric Power Generation,0.0,0.17080295569326223,0.041368570127389453,0.004340642710077575,8.172058030000481e-05,0.0077093375671466,POINT (-122.269792 37.863654)
37650,10533711,"CROCKETT COGENERATION, A CAL LTD PARTNERSHIP",CA,38.054065,-122.237543,221112,Fossil Fuel Electric Power Generation,0.0,0.00675969567412986,0.016009921993626147,6.900587451671144e-05,2.8795685651979398e-05,8.94905359514782e-05,POINT (-122.237543 38.054065)
42316,13475611,"AMERESCO SANTA CRUZ ENERGY, LLC - BUENA VISTA LANDFILL",CA,36.9114,-121.8157,221112,Fossil Fuel Electric Power Generation,0.0,21.07801196425694,167.79065942695775,27.06882248625201,4.954316757777157,0.9545880456561681,POINT (-121.8157 36.9114)
42333,13483911,"INLAND EMPIRE ENERGY CENTER, LLC",CA,33.7388,-117.1706,221112,Fossil Fuel Electric Power Generation,0.0009207925111000001,0.1179340162,0.0505094726496215,0.029504138393288127,9.76880477709136e-05,0.0120564851946,POINT (-117.1706 33.7388)
42358,13496911,MM LOPEZ ENERGY LLC,CA,34.28777,-118.40064,221112,Fossil Fuel Electric Power Generation,0.0302183236894,4.2819119728,47.068863931765364,1.5857515591799112,0.0648536028719964,0.9979032140000001,POINT (-118.40064 34.28777)
42367,13500111,"HARBOR COGENERATION CO, LLC",CA,33.77695,-118.23042,221112,Fossil Fuel Electric Power Generation,1.0002981817136,16.619624438650657,3.186386639724634,0.6368524421119572,0.08969072450336689,0.10886217253760114,POINT (-118.23042 33.77695)
42391,13508411,Grapeland,CA,34.08631,-117.53036,221122,Electric Power Distribution,0.4448471091064,1.0415750873836,2.819904848892053,2.2718941711211222,0.13879103333495077,0.2748225451356,POINT (-117.53036 34.08631)
42395,13511011,Mira Loma Peaker Generating Station,CA,34.06312,-117.55825,221118,Other Electric Power Generation,0.4215596768306,1.1721098996222001,3.1778077095089357,2.3729355890619384,0.15139017561205714,0.261770606125798,POINT (-117.55825 34.06312)
42443,13518011,SHELTER COVE RID - SUBSTATION/POWER PLANT,CA,40.04724,-124.02054,221121,Electric Bulk Power Transmission and Control,0.0,2.367574453909434,0.8428551439532468,0.4589635168269658,0.0008785040944449,0.18790274394109682,POINT (-124.02054 40.04724)
42466,13520611,PLACER COUNTY WATER - FRENCH MEADOWS PRIME,CA,39.10751,-120.46907,221118,Other Electric Power Generation,0.0,0.0053715859950984,0.0038368471393560003,0.0017220891060331421,0.0006755952629892621,0.0010551329633229,POINT (-120.46907 39.10751)
42514,13527711,PACIFIC GAS & ELECTRIC CO. - ALTA,CA,39.20789,-120.81001,221118,Other Electric Power Generation,0.0,0.0,0.0,0.0,0.0,0.0022489472578496,POINT (-120.81001 39.20789)
42558,13535011,CITY OF FAIRFIELD/NORTH BAY REGIONAL WATER,CA,38.294224,-121.96929,221112,Fossil Fuel Electric Power Generation,0.0,0.0264918446455124,0.006535449422287911,0.0009749252886635001,1.33263442499572e-05,0.001675479496306,POINT (-121.96929 38.294224)
42662,13550611,PACIFIC GAS & ELECTRIC CO. - ROSEVILLE,CA,38.7388,-121.29596,221118,Other Electric Power Generation,0.0,0.0,0.0,0.0,0.0,0.0047375364366176,POINT (-121.29596 38.7388)
42672,13552311,LIBERTY UTILITIES - TAHOE VISTA,CA,39.24666,-120.0488,221118,Other Electric Power Generation,0.0,0.0,0.0,0.0,0.0,0.009071847400000001,POINT (-120.0488 39.24666)
42730,13561211,SDG&E,CA,32.877688,-117.167841,221112,Fossil Fuel Electric Power Generation,0.0,2.194474882936159,18.34770563204183,18.307616625265926,0.9767014194349045,0.7725731701744426,POINT (-117.167841 32.877688)
42733,13562011,ESCONDIDO ENERGY CENTER LLC,CA,33.12835,-117.12021,221112,Fossil Fuel Electric Power Generation,0.0,1.263192971169206,4737.206973196498,1.773350396233108,0.132406425075694,0.127674549471854,POINT (-117.12021 33.12835)
42735,13562611,SDG&E PALOMAR ENERGY CENTER,CA,33.1195,-117.1174,221112,Fossil Fuel Electric Power Generation,0.0,80.08904682831084,704068.8242149343,4.469850519512608,7.710133054765487,0.15885127936604387,POINT (-117.1174 33.1195)
42736,13562711,CHULA VISTA ENERGY CENTER LLC,CA,32.5914,-117.0587,221112,Fossil Fuel Electric Power Generation,0.0,0.24477205062310003,3.8226150038986004,0.7629579789893755,0.043800149305836006,0.044166289066900004,POINT (-117.0587 32.5914)
42799,13582611,QWEST COMMUNICATIONS DBA CENTURY LINK,CA,35.283042,-120.659437,221112,Fossil Fuel Electric Power Generation,0.0,0.002096458574903,0.0007460989884623657,0.00038472716082751875,0.00013827558375698761,0.000146169959795552,POINT (-120.659437 35.283042)
42810,13584011,PICACHO LANE ENGINES,CA,34.442587,-119.640207,221112,Fossil Fuel Electric Power Generation,0.0,0.049310933727440005,0.05709559401797815,0.011129720806104967,5.0564753756594005e-05,0.007405349032620001,POINT (-119.640207 34.442587)
42833,13587311,HILL CANYON WASTEWATER TREATMENT PLANT,CA,34.234848,-118.936145,221122,Electric Power Distribution,0.0,0.222117651858872,1.700830048117508,0.2976469866074936,0.045586441418133006,0.013577162686872401,POINT (-118.936145 34.234848)
42838,13588011,CARPINTERIA CITY HALL,CA,34.390268,-119.506886,221118,Other Electric Power Generation,0.0,0.060235252366520005,0.021378243601766895,0.011341174925907598,3.53620611652e-05,0.00479719290512,POINT (-119.506886 34.390268)
43284,13746611,COMCAST OF CALIFORNIA/COLORADO  LLC,CA,37.763137,-122.165263,221112,Fossil Fuel Electric Power Generation,0.0,0.0688356540008368,0.0877610759409747,0.003856065521486394,5.8905818489287e-05,0.0087640759051076,POINT (-122.165263 37.763137)
43288,13747111,CITY OF HAYWARD 1000 RESERVOIR,CA,37.653342,-122.02798,221112,Fossil Fuel Electric Power Generation,0.0,0.011913505622098081,0.05857415363547615,0.005082049039578679,0.00010989925513729008,0.003024625681472934,POINT (-122.02798 37.653342)
43293,13748111,2929 SEVENTH STREET LLC,CA,37.851073,-122.291413,221112,Fossil Fuel Electric Power Generation,0.0,0.031413721021298,0.0400505036551953,0.0017597501593023738,2.68824148916246e-05,0.0039995588871376605,POINT (-122.291413 37.851073)
43305,13750111,THE HOME DEPOT,CA,38.282992,-122.274749,221112,Fossil Fuel Electric Power Generation,0.0,0.0150268166858502,0.008306954589830233,0.0012391901620373536,1.69391893333124e-05,0.0021296379495837603,POINT (-122.274749 38.282992)
43307,13750311,COMCAST CABLE CORPORATION,CA,37.971231,-122.52869,221112,Fossil Fuel Electric Power Generation,0.0,0.202430200786814,0.2580856649215159,0.011339848413165227,0.000173228377598584,0.025773181966331802,POINT (-122.52869 37.971231)
43313,13751711,AT&T,CA,37.789326,-122.390064,221112,Fossil Fuel Electric Power Generation,0.0,0.14617249991282402,0.18636061810759025,0.008188363650583223,0.0001250864330552606,0.018610513923509202,POINT (-122.390064 37.789326)
43315,13751911,KRON TELEVISION,CA,37.755231,-122.452699,221112,Fossil Fuel Electric Power Generation,0.0,0.0012519965878266001,0.0015962163323878105,7.013541912689589e-05,1.072229222622096e-06,0.000159402700724036,POINT (-122.452699 37.755231)
43327,13754011,CITY OF FOSTER CITY,CA,37.554448,-122.277073,221112,Fossil Fuel Electric Power Generation,0.0,0.054136249359500004,0.012591361060503195,0.0011901684215685157,2.24068189768346e-05,0.00378935420384752,POINT (-122.277073 37.554448)
43329,13754511,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,CA,37.400177,-121.940491,221112,Fossil Fuel Electric Power Generation,0.0,0.012233386218900001,0.0028453208406733314,0.00026894807125891476,5.05665953416162e-06,0.000856295576980382,POINT (-121.940491 37.400177)
43341,13756311,"NEW CINGULAR WIRELESS,PCS,LLC DBA AT&T MOBILITY",CA,37.117249,-121.832532,221112,Fossil Fuel Electric Power Generation,0.0,1.8941110186460003e-05,0.0018868208820753602,0.002193274872569858,0.0009397894131479701,2.2102467568412e-05,POINT (-121.832532 37.117249)
43378,13763511,AMERICAN TOWER - BURDELL MOUNTAIN - 89301,CA,38.138308,-122.601913,221112,Fossil Fuel Electric Power Generation,0.0,0.011216831286645601,0.011992111754773887,0.0012043371775680369,2.4617410463877004e-05,0.0005225599105183379,POINT (-122.601913 38.138308)
